blockNo,blockhash,ticket1,winningNumber1,ticket2,winningNumber2
3803913,47742,33968,0,67,3
3803914,33523,11331,3,22439,7
3803915,53842,47905,1,10736,0
3803916,43841,52882,2,34592,0
3803917,12909,35040,0,18165,5
3803918,19397,27092,4,32478,14
3803919,16192,18863,15,63488,0
3803920,5615,19016,8,41325,13
3803921,20174,57241,9,2075,11
3803922,28629,2271,15,37668,4
3803923,26900,61151,15,27554,2
3803924,60126,33498,10,36038,6
3803925,63085,24023,7,18888,8
3803926,30179,18006,6,26158,14
3803927,4705,7052,12,57791,15
3803928,47238,29860,4,53299,3
3803929,35352,51708,12,59798,6
3803930,46587,22791,7,25425,1
3803931,39042,53478,6,65227,11
3803932,13005,22904,8,45497,9
3803933,43933,42441,9,26188,12
3803934,58372,34800,0,8103,7
3803935,57571,43501,13,14138,10
3803936,1421,8475,11,57755,11
3803937,22717,55127,7,21136,0
3803938,3281,14340,4,42892,12
3803939,27340,26255,15,30628,4
3803940,64224,37947,11,50623,15
3803941,17667,62862,14,2353,1
3803942,12644,33102,14,34782,14
3803943,25296,8135,7,65397,5
3803944,25011,21089,1,46777,9
3803945,29696,46888,8,8296,8
3803946,17897,58427,11,54189,13
3803947,16930,24315,11,13113,9
3803948,35765,4812,12,53265,1
3803949,1302,39867,11,16674,2
3803950,43619,1584,0,18332,12
3803951,40784,62831,15,31690,10
3803952,63078,39919,15,5738,10
3803953,19161,23377,1,23224,8
3803954,65533,29921,1,22093,13
3803955,51444,32887,7,56745,9
3803956,4939,43303,7,34935,7
3803957,62098,37208,8,61746,2
3803958,43209,28742,6,4102,6
3803959,9937,20487,7,49231,15
3803960,35966,58204,12,21138,2
3803961,39578,12568,8,60277,5
3803962,8950,49926,6,1594,10
3803963,25081,57926,6,27125,5
3803964,8241,20884,4,23388,12
3803965,14032,16340,4,1244,12
3803966,54985,39424,0,64711,7
3803967,11638,8916,4,23196,12
3803968,5586,24418,2,55661,13
3803969,49814,45487,15,1547,11
3803970,61378,44832,0,34988,12
3803971,929,51292,12,3285,5
3803972,15532,29479,7,34658,2
3803973,41370,19831,7,40364,12
3803974,31912,50776,8,55262,14
3803975,35389,14217,9,20969,9
3803976,58167,26554,10,46067,3
3803977,42773,46479,15,6959,15
3803978,14970,22360,8,53424,0
3803979,26460,42222,14,43470,14
3803980,53759,8763,11,18349,13
3803981,36440,61581,13,60126,14
3803982,17396,10912,0,27121,1
3803983,13253,33415,7,9145,9
3803984,41305,60452,4,10036,4
3803985,25434,58447,15,3648,0
3803986,44797,41369,9,33993,9
3803987,61395,14009,9,20889,9
3803988,63721,41330,2,59436,12
3803989,49223,32455,7,16251,11
3803990,38394,1835,11,28099,3
3803991,53693,44485,5,14118,6
3803992,15973,15164,12,31574,6
3803993,26211,37472,0,1994,10
3803994,14931,4556,12,25456,0
3803995,10993,27181,13,37806,14
3803996,30567,47945,9,34306,2
3803997,10502,46503,7,17368,8
3803998,2257,53509,5,24300,12
3803999,7226,48010,10,56304,0
3804000,28445,57731,3,23944,8
3804001,25892,16164,4,62709,5
3804002,40345,40286,14,3868,12
3804003,56260,3072,0,65518,14
3804004,25948,58111,15,28884,4
3804005,30543,60507,11,52947,3
3804006,15591,19419,11,19159,7
3804007,41355,56341,5,20490,10
3804008,55720,57380,4,61330,2
3804009,32332,39430,6,38692,4
3804010,12933,5001,9,10746,10
3804011,53311,56984,8,58835,3
3804012,21207,49423,15,46080,0
3804013,61951,14926,14,4624,0
3804014,48706,56014,14,26366,14
3804015,5776,64453,5,61566,14
3804016,34360,43387,11,17000,8
3804017,25784,17406,14,8575,15
3804018,36168,24088,8,61211,11
3804019,18714,12023,7,34277,5
3804020,24272,25538,2,59703,7
3804021,705,6378,10,53815,7
3804022,10566,4878,14,59641,9
3804023,58369,54786,2,36652,12
3804024,21861,11079,7,36133,5
3804025,63490,21022,14,54464,0
3804026,44568,24373,5,48226,2
3804027,21700,64165,5,52670,14
3804028,31261,398,14,45093,5
3804029,16918,8806,6,7238,6
3804030,36437,47528,8,1789,13
3804031,23586,34218,10,58673,1
3804032,5448,39425,1,50249,9
3804033,55171,52566,6,17076,4
3804034,32654,40569,9,43379,3
3804035,30383,25617,1,29861,5
3804036,47024,58087,7,23839,15
3804037,4284,42037,5,49162,10
3804038,43021,34466,2,27666,2
3804039,41908,3779,3,39652,4
3804040,6306,32509,13,26891,11
3804041,551,65240,8,65405,13
3804042,31169,32838,6,50841,9
3804043,52520,25749,5,30647,7
3804044,57745,28085,5,54208,0
3804045,53550,49380,4,52047,15
3804046,16322,24563,3,22470,6
3804047,56665,45873,1,39201,1
3804048,57018,46938,10,21550,14
3804049,26176,35436,12,50764,12
3804050,38603,13585,1,35953,1
3804051,10529,45032,8,50287,15
3804052,44712,2400,0,36513,1
3804053,26490,14749,13,18292,4
3804054,20741,55306,10,60482,2
3804055,49261,16780,12,22284,12
3804056,55696,38761,9,62302,14
3804057,7173,3279,15,56691,3
3804058,2606,54175,15,29757,13
3804059,5080,4011,11,45569,1
3804060,35118,22782,14,39460,4
3804061,21411,4428,12,43256,8
3804062,3396,26055,7,22469,5
3804063,18954,11003,11,59192,8
3804064,40339,62656,0,3930,10
3804065,17958,45838,14,6230,6
3804066,63518,65421,13,59045,5
3804067,13054,2378,10,63232,0
3804068,17579,5435,11,1638,6
3804069,10441,10794,10,56437,5
3804070,26057,51268,4,16091,11
3804071,34925,2218,10,41230,14
3804072,57262,46967,7,3723,11
3804073,27249,18758,6,53622,6
3804074,11052,28964,4,48550,6
3804075,24589,31819,11,47333,5
3804076,28487,16353,1,44401,1
3804077,37917,38700,12,64346,10
3804078,18873,59011,3,3906,2
3804079,32593,40037,5,62452,4
3804080,6609,27173,5,64685,13
3804081,24372,49434,10,29784,8
3804082,53557,39491,3,61944,8
3804083,2876,11816,8,12206,14
3804084,59409,43525,5,29383,7
3804085,21138,27672,8,6594,2
3804086,52282,46972,12,8502,6
3804087,19857,32219,11,57793,1
3804088,699,52063,15,55702,6
3804089,52278,56761,9,14781,13
3804090,24415,35612,12,22570,10
3804091,39364,45621,5,9082,10
3804092,8043,15918,14,35399,7
3804093,27786,8123,11,19126,6
3804094,64418,38958,14,10216,8
3804095,54121,25447,7,638,14
3804096,57010,46006,6,32638,14
3804097,64521,23001,9,23784,8
3804098,38019,18588,12,43963,11
3804099,28677,33301,5,59420,12
3804100,26099,38235,11,42054,6
3804101,14625,58388,4,41587,3
3804102,25030,61551,15,55353,9
3804103,17768,1809,1,22836,4
3804104,29915,40892,12,55445,5
3804105,43883,17677,13,10647,7
3804106,12218,48010,10,26056,8
3804107,40503,37635,3,15666,2
3804108,38108,2247,7,57458,2
3804109,51522,15164,12,48078,14
3804110,45874,64276,4,52091,11
3804111,2569,40200,8,53832,8
3804112,24925,23868,12,42409,9
3804113,59256,54408,8,60548,4
3804114,54855,36638,14,14684,12
3804115,22452,54170,10,26192,0
3804116,11905,22118,6,59642,10
3804117,31908,55492,4,26424,8
3804118,48469,11705,9,39289,9
3804119,60588,19457,1,9953,1
3804120,37105,58885,5,62190,14
3804121,60735,41946,10,19327,15
3804122,52265,40269,13,11812,4
3804123,58863,22625,1,25110,6
3804124,38363,17201,1,28469,5
3804125,36819,38710,6,24737,1
3804126,33164,61291,11,20201,9
3804127,41405,8785,1,19395,3
3804128,29689,46027,11,43670,6
3804129,50273,13304,8,8041,9
3804130,32665,41047,7,32244,4
3804131,65155,50520,8,60570,10
3804132,11974,18661,5,57941,5
3804133,9263,15486,14,30077,13
3804134,9458,25654,6,11113,9
3804135,58692,19129,9,51171,3
3804136,59036,26394,10,25595,11
3804137,41815,61519,15,37112,8
3804138,32445,39893,5,21108,4
3804139,25695,53928,8,33199,15
3804140,17730,4033,1,21323,11
3804141,62702,57361,1,26797,13
3804142,61332,7821,13,4837,5
3804143,15975,30284,12,65193,9
3804144,3607,27605,5,51832,8
3804145,36899,52628,4,44866,2
3804146,37510,40274,2,30828,12
3804147,20515,43039,15,57361,1
3804148,7092,33796,4,44570,10
3804149,42961,1320,8,64442,10
3804150,51310,30207,15,20478,14
3804151,23760,41732,4,45153,1
3804152,16456,59867,11,55819,11
3804153,42615,15230,14,16424,8
3804154,43879,6378,10,47370,10
3804155,65028,63933,13,44770,2
3804156,58744,64801,1,55378,2
3804157,4178,38808,8,42235,11
3804158,81,46689,1,44026,10
3804159,4839,57870,14,61521,1
3804160,40928,60218,10,14431,15
3804161,51727,42908,12,40432,0
3804162,58292,15902,14,60137,9
3804163,63522,52606,14,35899,11
3804164,8772,6096,0,4317,13
3804165,18760,7535,15,8702,14
3804166,34015,45326,14,54146,2
3804167,7083,51362,2,58882,2
3804168,60876,42401,1,31230,14
3804169,6506,56241,1,19623,7
3804170,52550,34955,11,42121,9
3804171,35452,63073,1,62820,4
3804172,52139,26856,8,26036,4
3804173,1668,3507,3,33429,5
3804174,819,62749,13,57709,13
3804175,63300,60569,9,28659,3
3804176,8515,2181,5,32312,8
3804177,6975,42676,4,52820,4
3804178,35630,55133,13,48054,6
3804179,32158,8047,15,6463,15
3804180,57839,2402,2,13866,10
3804181,6338,14801,1,63222,6
3804182,38538,29804,12,46434,2
3804183,40457,37300,4,12291,3
3804184,38321,53013,5,55590,6
3804185,2129,10498,2,49307,11
3804186,54758,25997,13,39906,2
3804187,63514,34147,3,51537,1
3804188,11849,60817,1,42924,12
3804189,4619,45621,5,64049,1
3804190,10002,35116,12,43002,10
3804191,55182,16383,15,34716,12
3804192,476,64390,6,9891,3
3804193,6208,36425,9,36755,3
3804194,26920,12497,1,35498,10
3804195,45009,26386,2,759,7
3804196,5331,6114,2,45606,6
3804197,21613,61044,4,53897,9
3804198,53001,23890,2,62419,3
3804199,51989,8887,7,5556,4
3804200,9689,58698,10,51024,0
3804201,49947,58048,0,11261,13
3804202,49347,53083,11,15670,6
3804203,38539,62621,13,11780,4
3804204,17336,13558,6,58814,14
3804205,46964,47157,5,19577,9
3804206,4020,44547,3,33139,3
3804207,10080,30141,13,50398,14
3804208,7531,1812,4,60603,11
3804209,10344,37292,12,15729,1
3804210,858,15105,1,46517,5
3804211,5796,57170,2,23258,10
3804212,1029,39794,2,48945,1
3804213,23773,17658,10,36859,11
3804214,1230,29214,14,45823,15
3804215,19945,65506,2,20899,3
3804216,7355,64261,5,42686,14
3804217,24350,53901,13,28272,0
3804218,35373,14803,3,2870,6
3804219,50363,54846,14,47210,10
3804220,12008,4288,0,64282,10
3804221,13436,47392,0,21332,4
3804222,28933,36227,3,8907,11
3804223,16118,577,1,46879,15
3804224,34884,53581,13,47945,9
3804225,12955,32583,7,54250,10
3804226,59971,15910,6,43364,4
3804227,20754,961,1,4994,2
3804228,53349,34675,3,22441,9
3804229,61461,31427,3,28889,9
3804230,12551,58473,9,30894,14
3804231,21608,17996,12,24286,14
3804232,3720,27364,4,46568,8
3804233,55060,26759,7,13311,15
3804234,12554,52972,12,43137,1
3804235,12755,7228,12,31119,15
3804236,38624,3046,6,25848,8
3804237,24476,21962,10,14922,10
3804238,50464,65392,0,53597,13
3804239,31727,30924,12,47089,1
3804240,28399,44941,13,27946,10
3804241,41930,50675,3,56127,15
3804242,6897,27632,0,53201,1
3804243,50356,11603,3,2209,1
3804244,19789,11550,14,29336,8
3804245,59945,22329,9,60871,7
3804246,53354,7468,12,51741,13
3804247,1598,1781,5,51548,12
3804248,12429,7193,9,10791,7
3804249,61201,28847,15,26612,4
3804250,7031,18648,8,15237,5
3804251,35297,37359,15,30576,0
3804252,20708,51013,5,60411,11
3804253,20198,41591,7,41811,3
3804254,43916,3011,3,25827,3
3804255,55901,15124,4,59179,11
3804256,23649,6990,14,10413,13
3804257,10577,5537,1,12943,15
3804258,35210,44829,13,52492,12
3804259,8365,4528,0,64470,6
3804260,16135,9105,1,63627,11
3804261,13025,50192,0,45998,14
3804262,22992,17069,13,50911,15
3804263,63161,11330,2,53930,10
3804264,9701,33567,15,3831,7
3804265,12725,33049,9,29269,5
3804266,36929,49482,10,19091,3
3804267,47693,52218,10,14551,7
3804268,4112,8674,2,55953,1
3804269,42921,14640,0,10217,9
3804270,43200,62720,0,18995,3
3804271,13762,60828,12,36807,7
3804272,46580,16133,5,53497,9
3804273,24638,16224,0,30675,3
3804274,51429,45371,11,10682,10
3804275,33172,54337,1,49670,6
3804276,6787,29770,10,29277,13
3804277,46136,21434,10,48037,5
3804278,7475,50828,12,49990,6
3804279,64369,9666,2,29071,15
3804280,7723,35170,2,18979,3
3804281,25397,50034,2,24671,15
3804282,51910,28779,11,50203,11
3804283,16645,5957,5,54297,9
3804284,59743,50962,2,37551,15
3804285,26384,55237,5,20614,6
3804286,16820,26378,10,15428,4
3804287,29428,56920,8,50965,5
3804288,52618,28570,10,46566,6
3804289,49577,6345,9,43731,3
3804290,42979,12211,3,27869,13
3804291,28116,41688,8,4738,2
3804292,31688,13080,8,32616,8
3804293,209,40625,1,36068,4
3804294,64414,47759,15,4463,15
3804295,45679,56411,11,9113,9
3804296,29465,25898,10,27175,7
3804297,4206,26744,8,26213,5
3804298,36626,16740,4,10672,0
3804299,39914,24480,0,57590,6
3804300,8073,56865,1,39185,1
3804301,16669,60081,1,873,9
3804302,173,54634,10,17724,12
3804303,35174,40296,8,35167,15
3804304,8947,39604,4,49762,2
3804305,51571,50135,7,11363,3
3804306,3290,29780,4,16339,3
3804307,50540,4902,6,7769,9
3804308,36520,37,5,52453,5
3804309,32960,56769,1,59327,15
3804310,4695,53656,8,18284,12
3804311,25788,16090,10,39108,4
3804312,64699,34247,7,64441,9
3804313,6254,7587,3,63156,4
3804314,37879,6410,10,15877,5
3804315,26151,37579,11,23143,7
3804316,37099,34195,3,33579,11
3804317,10490,37053,13,26385,1
3804318,27307,1625,9,42733,13
3804319,23300,64398,14,48438,6
3804320,10715,1719,7,37706,10
3804321,1839,50558,14,14600,8
3804322,47839,50962,2,50322,2
3804323,36204,17860,4,20290,2
3804324,47022,55980,12,34736,0
3804325,59197,61937,1,60587,11
3804326,64345,57976,8,5694,14
3804327,64750,24234,10,58463,15
3804328,37684,34321,1,10502,6
3804329,24710,53698,2,11385,9
3804330,39773,11379,3,34144,0
3804331,47900,44367,15,20157,13
3804332,59238,62504,8,8472,8
3804333,32230,36556,12,28926,14
3804334,21817,57083,11,52137,9
3804335,59733,25570,2,5027,3
3804336,58311,8232,8,702,14
3804337,24712,7289,9,9880,8
3804338,53907,34515,3,768,0
3804339,15516,59412,4,21021,13
3804340,6508,5961,9,13282,2
3804341,3463,56896,0,22632,8
3804342,50089,42758,6,7597,13
3804343,28263,26440,8,52462,14
3804344,64207,46718,14,4432,0
3804345,13456,37281,1,2741,5
3804346,44859,2599,7,51055,15
3804347,47228,23299,3,46483,3
3804348,23083,12010,10,19904,0
3804349,17833,27997,13,23502,14
3804350,54319,41742,14,35926,6
3804351,21347,16297,9,16896,0
3804352,31165,10538,10,50721,1
3804353,22543,5716,4,15729,1
3804354,8512,21274,10,12772,4
3804355,30677,56372,4,20077,13
3804356,38452,38067,3,37119,15
3804357,59423,62002,2,50684,12
3804358,63825,16790,6,750,14
3804359,15815,29266,2,24053,5
3804360,46690,16156,12,892,12
3804361,49735,23994,10,4836,4
3804362,3976,57325,13,58341,5
3804363,7621,37159,7,21358,14
3804364,60641,712,8,51376,0
3804365,59168,6150,6,29933,13
3804366,23304,22238,14,32437,5
3804367,20569,19858,2,15163,11
3804368,39101,53829,5,57426,2
3804369,24653,32765,13,52134,6
3804370,67,53326,14,25181,13
3804371,52399,19915,11,16582,6
3804372,5713,35794,2,53318,6
3804373,9160,28383,15,16034,2
3804374,25859,56087,7,5003,11
3804375,14114,20752,0,59704,8
3804376,26551,40556,12,37087,15
3804377,26389,53732,4,48906,10
3804378,32621,5811,3,18638,14
3804379,19064,58305,1,41716,4
3804380,22921,20691,3,64440,8
3804381,11896,24548,4,23545,9
3804382,15853,350,14,31359,15
3804383,63429,20834,2,47640,8
3804384,6478,11936,0,10699,11
3804385,60062,319,15,13351,7
3804386,56829,14531,3,29283,3
3804387,32774,40583,7,1414,6
3804388,60227,13203,3,40957,13
3804389,62445,11399,7,43478,6
3804390,23033,64218,10,48588,12
3804391,36316,57809,1,63435,11
3804392,12026,24213,5,32312,8
3804393,1270,40796,12,43430,6
3804394,47989,28317,13,33904,0
3804395,21596,31830,6,22659,3
3804396,62138,30951,7,65381,5
3804397,23945,33907,3,58894,14
3804398,5399,1898,10,51044,4
3804399,13628,16237,13,40478,14
3804400,60558,20350,14,33830,6
3804401,42563,35131,11,37873,1
3804402,51516,20398,14,55042,2
3804403,20467,44593,1,28152,8
3804404,31679,32982,6,61648,0
3804405,11083,15488,0,8445,13
3804406,4508,16546,2,471,7
3804407,27385,18442,10,24570,10
3804408,60865,60963,3,60047,15
3804409,39558,389,5,30711,7
3804410,44618,30425,9,29900,12
3804411,3550,39189,5,63905,1
3804412,31091,59519,15,56930,2
3804413,50389,42849,1,43204,4
3804414,40869,24691,3,11787,11
3804415,10123,40458,10,29720,8
3804416,12634,39235,3,58221,13
3804417,55536,58054,6,59351,7
3804418,30802,29998,14,23854,14
3804419,47385,57702,6,47895,7
3804420,30954,58727,7,33783,7
3804421,51177,51570,2,9276,12
3804422,33937,21330,2,3609,9
3804423,36756,33571,3,33696,0
3804424,30367,51317,5,39085,13
3804425,41229,39671,7,48801,1
3804426,38383,22214,6,24862,14
3804427,34917,12315,11,32426,10
3804428,23463,35996,12,4525,13
3804429,50656,12722,2,38152,8
3804430,26052,24135,7,42115,3
3804431,13555,20193,1,50935,7
3804432,30568,9806,14,5172,4
3804433,35631,59182,14,38231,7
3804434,61808,15834,10,12933,5
3804435,37738,16184,8,28157,13
3804436,58718,24000,0,46548,4
3804437,9599,58965,5,65122,2
3804438,55167,64675,3,4415,15
3804439,5182,60816,0,62614,6
3804440,62561,11866,10,7691,11
3804441,41645,27254,6,55014,6
3804442,47837,28529,1,44863,15
3804443,45590,35599,15,52622,14
3804444,10388,9515,11,4694,6
3804445,63431,50044,12,34660,4
3804446,25286,29730,2,29101,13
3804447,43643,28160,0,41056,0
3804448,17349,58557,13,34689,1
3804449,10142,43941,5,16051,3
3804450,61512,35682,2,59617,1
3804451,48200,17617,1,11892,4
3804452,26812,54778,10,44855,7
3804453,57235,59013,5,26482,2
3804454,32653,35794,2,49564,12
3804455,13700,27330,2,31571,3
3804456,7030,43832,8,5454,14
3804457,53879,5942,6,51668,4
3804458,17286,19144,8,14547,3
3804459,4252,63304,8,17284,4
3804460,30488,38887,7,50053,5
3804461,14041,40008,8,61747,3
3804462,41215,20554,10,63539,3
3804463,57667,21268,4,27879,7
3804464,57162,25776,0,4336,0
3804465,27522,1415,7,17599,15
3804466,27857,49258,10,53829,5
3804467,32789,16461,13,51772,12
3804468,46480,1849,9,99,3
3804469,2364,60444,12,41747,3
3804470,62442,43237,5,65521,1
3804471,12252,12337,1,58519,7
3804472,2376,18380,12,25826,2
3804473,6347,24491,11,52029,13
3804474,6611,3351,7,17816,8
3804475,37414,9070,14,19618,2
3804476,48675,39229,13,14278,6
3804477,33439,39762,2,47554,2
3804478,30013,30117,5,7755,11
3804479,59822,57284,4,44503,7
3804480,50522,50385,1,39266,2
3804481,46759,20480,0,11064,8
3804482,6787,22786,2,47462,6
3804483,54446,51350,6,611,3
3804484,20938,24868,4,64860,12
3804485,57348,15872,0,13125,5
3804486,22225,46681,9,15924,4
3804487,33970,13777,1,15128,8
3804488,11593,32411,11,38839,7
3804489,34375,37590,6,32561,1
3804490,19111,35870,14,804,4
3804491,56816,59614,14,18991,15
3804492,38281,7154,2,16752,0
3804493,11493,25063,7,11109,5
3804494,13388,21083,11,2581,5
3804495,23714,45551,15,46979,3
3804496,28887,24413,13,30884,4
3804497,63875,693,5,34820,4
3804498,60751,50850,2,61008,0
3804499,59156,58291,3,6486,6
3804500,9191,55176,8,58208,0
3804501,48152,24950,6,13172,4
3804502,42383,17394,2,21953,1
3804503,1473,43094,6,32557,13
3804504,16705,17859,3,53680,0
3804505,19092,25826,2,41817,9
3804506,54076,16615,7,8338,2
3804507,35107,29736,8,58749,13
3804508,50879,47627,11,3511,7
3804509,46138,31101,13,15562,10
3804510,39066,14594,2,56011,11
3804511,53151,43397,5,31562,10
3804512,15929,19242,10,3755,11
3804513,43110,51586,2,35644,12
3804514,23709,52530,2,50557,13
3804515,43891,53893,5,42245,5
3804516,15401,29179,11,55096,8
3804517,39000,42571,11,45829,5
3804518,57606,55426,2,36905,9
3804519,59997,52596,4,24012,12
3804520,62955,6377,9,27809,1
3804521,7877,8601,9,14428,12
3804522,16869,20488,8,48717,13
3804523,18712,53435,11,34563,3
3804524,50977,56041,9,6913,1
3804525,50330,30788,4,45513,9
3804526,29807,34709,5,58937,9
3804527,42050,10905,9,12528,0
3804528,21755,24524,12,37826,2
3804529,52776,2617,9,28178,2
3804530,63721,61977,9,31734,6
3804531,12825,41249,1,23275,11
3804532,1284,1194,10,45711,15
3804533,57832,54630,6,62273,1
3804534,22757,47030,6,51639,7
3804535,45925,23861,5,32175,15
3804536,33129,41670,6,37062,6
3804537,42580,48242,2,29536,0
3804538,12122,50308,4,11258,10
3804539,65120,28533,5,35105,1
3804540,17326,40030,14,62459,11
3804541,4517,8225,1,26215,7
3804542,3802,19801,9,18272,0
3804543,64273,34988,12,42409,9
3804544,63193,15942,6,11237,5
3804545,60935,44042,10,36301,13
3804546,32225,43657,9,16927,15
3804547,22300,30903,7,61349,5
3804548,60871,46615,7,10941,13
3804549,64188,15213,13,23106,2
3804550,42886,27810,2,47991,7
3804551,46137,35087,15,19695,15
3804552,50692,19351,7,65184,0
3804553,24625,29779,3,2912,0
3804554,13091,62731,11,16470,6
3804555,12781,17704,8,42931,3
3804556,27886,44200,8,1755,11
3804557,8007,11612,12,46698,10
3804558,61389,50945,1,12642,2
3804559,38757,738,2,27238,6
3804560,8998,19578,10,34262,6
3804561,9883,16869,5,60169,9
3804562,38752,45148,12,16320,0
3804563,20593,48999,7,15392,0
3804564,5707,31242,10,63498,10
3804565,40739,37371,11,24404,4
3804566,27449,1112,8,9323,11
3804567,60008,28010,10,46397,13
3804568,64140,6547,3,44598,6
3804569,31825,44357,5,38945,1
3804570,16327,33988,4,35661,13
3804571,43325,8803,3,51337,9
3804572,7425,64896,0,33900,12
3804573,5313,10539,11,45511,7
3804574,20079,27903,15,21328,0
3804575,6596,7461,5,7544,8
3804576,1042,29819,11,47011,3
3804577,38705,46684,12,28540,12
